#name,mu,dmu,z heliocentric,z cmb,error,ra,dec,survey,type,known error?
550218,41.64870071,0.1870000064,0.3889879882,0.3873429894,0.01,332.9270935,0.9012809992,PS1,S,no
560087,41.042099,0.1538999975,0.3080199957,0.3064309955,0,352.6755066,-1.555989027,PS1,host lines in SN spectrum,no
560121,41.55199814,0.1374000013,0.3660030067,0.3649120033,0,36.33879471,-4.395260811,PS1,host lines in SN spectrum,no
560152,40.47669983,0.172299996,0.2499990016,0.2485059947,0.001,334.8002014,1.160222054,PS1,H,no
570025,40.73509979,0.1706999987,0.2999979854,0.2984459996,0.01,335.0596313,0.3775579929,PS1,S,no
570062,38.91559982,0.1133999974,0.1250240058,0.1236520037,0,353.1017151,0.295589,PS1,host lines in SN spectrum,no
580235,41.11320114,0.1386000067,0.3300380111,0.331580013,0.01,150.2348785,2.579606056,PS1,S,no
580275,41.5320015,0.189199999,0.3829639852,0.3824630082,0.01,54.13913345,-28.61392784,PS1,S,no
580300,40.47140121,0.1182999983,0.2400159985,0.2407400012,0,130.3336639,44.78770447,PS1,host lines in SN spectrum,no
590005,39.62870026,0.1805000007,0.1700289994,0.1713960022,0.001,151.0178223,1.215466976,PS1,H,no
200132,40.19660187,0.1680999994,0.2099920064,0.2085539997,0.001,334.493988,-0.6968920231,PS1,H,no
350180,41.05260086,0.1713999957,0.2899790108,0.2894929945,0.01,53.46273041,-28.13763237,PS1,S,no
10,40.4905014,0.1194000021,0.2445439994,0.2459799945,0.001,149.7489929,3.157531023,PS1,H,no
14,39.11180115,0.1342000067,0.1369089931,0.1359930038,0.001,35.87796402,-4.636322021,PS1,H,no
38,39.19229889,0.1172000021,0.1513209939,0.1503800005,0.001,35.09566116,-4.672507763,PS1,H,no
137,38.62620163,0.1184,0.1181780025,0.118761003,0.001,161.1592712,57.81112289,PS1,H,no
174,40.41550064,0.1177999973,0.2442580014,0.2449319959,0.01,162.0294189,56.85015488,PS1,S,no
196,41.3022995,0.1055999994,0.3491390049,0.3507010043,0.001,150.1150665,2.694032907,PS1,H,no
202,42.86819839,0.1216999963,0.6180340052,0.6199169755,0.01,150.5391388,1.899168968,PS1,S,no
220,40.18009949,0.1121999994,0.2184370011,0.2198510021,0.001,150.5367584,2.718564034,PS1,H,no
10010,38.52479935,0.108099997,0.09822899848,0.09950599819,0.001,150.8586578,1.029418945,PS1,H,no
20090,41.80559921,0.2074999958,0.4094040096,0.4099600017,0.001,212.8794098,53.5795784,PS1,H,no
30006,42.17079926,0.2186000049,0.5019950271,0.5027530193,0.01,162.5245056,58.77742004,PS1,S,no
40150,41.65790176,0.142900005,0.380964011,0.3817040026,0.01,162.0977936,57.1482048,PS1,S,no
40201,40.63660049,0.1154000014,0.2790139914,0.2798889875,0.01,184.4595795,47.44676208,PS1,S,no
40780,40.14500046,0.1457999945,0.2306459993,0.2307109982,0.001,243.6194763,54.725811,PS1,H,no
50003,41.8973999,0.1641000062,0.4268319905,0.426928997,0.001,242.2193298,55.00481033,PS1,H,no
50201,42.48989868,0.1477999985,0.5500249863,0.5501400232,0.01,241.7033539,54.98093414,PS1,S,no
50291,41.30939865,0.1378999949,0.3252620101,0.3253130019,0.001,244.5661316,55.38470459,PS1,H,no
50296,41.34130096,0.1284999996,0.3508499861,0.350917995,0.001,243.4508972,55.60853958,PS1,H,no
50303,41.34270096,0.1745000035,0.3282290101,0.3283230066,0.001,241.4367981,56.07441711,PS1,H,no
50580,41.78760147,0.1288000047,0.4499849975,0.4505859911,0.01,212.9907074,52.07184601,PS1,S,no
70242,37.45460129,0.1154000014,0.06499499828,0.06436000019,0.001,36.80015564,-4.534686089,PS1,H,no
80064,37.30739975,0.1177999973,0.06589899957,0.0652519986,0.001,52.42529678,-27.87725258,PS1,H,no
80646,41.15930176,0.1257999986,0.3196969926,0.3181219995,0.001,334.6222229,0.941486001,PS1,H,no
90037,39.65190125,0.1616999954,0.1447000057,0.1453859955,0.001,130.0159912,43.42145157,PS1,H,no
90275,39.11729813,0.1143999994,0.1399690062,0.1395509988,0.01,54.07208633,-28.05151176,PS1,S,no
100101,42.10179901,0.1536000073,0.4287880063,0.4296610057,0.001,132.140976,43.98524857,PS1,H,no
100206,39.93500137,0.117399998,0.2169940025,0.216516003,0.001,52.51817322,-28.25669289,PS1,H,no
100358,41.22990036,0.173999995,0.3678260148,0.3661549985,0.01,352.444458,0.5905060172,PS1,S,no
110425,41.54650116,0.1351999938,0.3799960017,0.3808290064,0.01,132.0114746,44.44928741,PS1,S,no
110430,41.81539917,0.1606000066,0.4199999869,0.4208520055,0.01,132.2495575,44.86568451,PS1,S,no
110460,39.95709991,0.1500999928,0.1999740005,0.1995269954,0.01,53.84475708,-27.84027863,PS1,S,no
110484,42.1556015,0.1676000059,0.5100240111,0.5108940005,0.01,129.1859741,44.55473709,PS1,S,no
110542,41.95800018,0.1532000005,0.4261099994,0.4269509912,0.001,131.8202515,45.29762268,PS1,H,no
110716,41.2818985,0.1486999989,0.3150109947,0.3157849908,0.001,128.9857941,43.49451065,PS1,H,no
110721,42.62310028,0.1643999964,0.5773079991,0.5782409906,0.001,130.2162018,44.11430359,PS1,H,no
120044,42.38949966,0.1604000032,0.4800449908,0.4817509949,0.01,148.7919464,1.730247021,PS1,S,no
120086,41.54199982,0.1501999944,0.3910329938,0.3926529884,0.001,150.7890167,2.143385887,PS1,H,no
120143,39.42890167,0.1110000014,0.1729909927,0.1735879928,0.01,163.6824341,58.62656403,PS1,S,no
120369,41.34949875,0.117899999,0.3290320039,0.3305810094,0.001,150.9952545,2.262418985,PS1,H,no
120444,41.07229996,0.1520999968,0.300011009,0.2994799912,0.01,51.68200302,-27.93623543,PS1,S,no
120586,40.29809952,0.1493999958,0.2300069928,0.229508996,0.01,52.14696884,-27.34096718,PS1,S,no
130755,40.8905983,0.1765999943,0.2919969857,0.2929039896,0.001,183.7315979,46.57590485,PS1,H,no
140152,39.94010162,0.1160999984,0.207972005,0.2086089998,0.001,162.3926849,57.61573029,PS1,H,no
150254,40.6432991,0.110299997,0.2742039859,0.2750889957,0.001,183.2110596,47.14575958,PS1,H,no
150457,41.01179886,0.121299997,0.3026660085,0.3033609986,0.001,161.3532562,57.21789169,PS1,H,no
160070,41.53609848,0.1347000003,0.3589420021,0.3590199947,0.001,243.1924133,54.87372589,PS1,H,no
160126,41.2118988,0.1595000029,0.3594630063,0.3601920009,0.001,163.2835388,57.20125961,PS1,H,no
160198,41.33050156,0.1231999993,0.3489330113,0.349022001,0.01,242.9048004,53.97026825,PS1,S,no
160214,42.68849945,0.1265999973,0.6300230026,0.6306369901,0.01,213.8220367,54.29892731,PS1,S,no
170078,41.36830139,0.1589999944,0.320024997,0.3209140003,0.01,186.1831665,47.66814423,PS1,S,no
180313,42.19110107,0.1190000027,0.5099589825,0.5100209713,0.01,244.3188324,55.37944031,PS1,S,no
190209,41.34949875,0.124499999,0.3680889904,0.3664669991,0.001,333.0819702,1.035946965,PS1,H,no
190340,39.13380051,0.1071999967,0.1395940036,0.1382379979,0.001,334.1344604,0.4732939899,PS1,H,no
300179,39.89400101,0.1545999944,0.1804269999,0.1789840013,0,351.1419983,0.2269999981,PS1,,no
310039,39.56520081,0.1130999997,0.1725089997,0.1715659946,0.001,36.21556091,-3.3447721,PS1,H,no
310051,40.59799957,0.1182999983,0.2720209956,0.2704730034,0.001,353.4116211,-0.5524780154,PS1,H,no
310090,41.5760994,0.2492000014,0.3485249877,0.3468799889,0.001,351.3083496,-0.6051080227,PS1,H,no
310146,41.97729874,0.1513999999,0.4799920022,0.4794149995,0.01,52.48657608,-28.74193192,PS1,S,no
310188,41.25830078,0.1406999975,0.3200190067,0.3189429939,0.001,35.27763748,-4.519643784,PS1,H,no
310260,42.30540085,0.1545999944,0.5200030208,0.5187889934,0.01,36.16891098,-5.104308128,PS1,S,no
320099,41.52299881,0.1295000017,0.3810090125,0.3798969984,0.01,36.06750107,-3.916022062,PS1,S,no
320469,41.4803009,0.2424000055,0.3720310032,0.3708960116,0.01,34.41831207,-4.837082863,PS1,S,no
330023,39.84140015,0.1316000074,0.1816170067,0.180656001,0,35.79805756,-2.780092001,PS1,,no
330083,40.09410095,0.1259000003,0.2230039984,0.223732993,0.001,129.4956055,43.2976799,PS1,H,no
340229,39.18519974,0.1283999979,0.1420159936,0.1410890073,0.001,35.87900925,-2.860444069,PS1,H,no
350027,41.03419876,0.114699997,0.304975003,0.3056589961,0.001,163.1192474,57.80719757,PS1,H,no
350050,41.46670151,0.1524000019,0.4039829969,0.404707998,0,161.0796814,58.07619476,PS1,host lines in SN spectrum,no
350080,40.78079987,0.1400000006,0.2850019932,0.2857689857,0,130.634903,43.99888992,PS1,host lines in SN spectrum,no
350192,40.92580032,0.1387999952,0.3000459969,0.3015429974,0.01,148.7158051,1.961663961,PS1,S,no
350235,40.57709885,0.1230999976,0.2630290091,0.2638750076,0,184.3502045,48.34624481,PS1,host lines in SN spectrum,no
350374,42.31499863,0.2003999949,0.4999989867,0.5008999705,0.001,131.3363647,44.239048,PS1,H,no
350630,40.97980118,0.1114000008,0.3045980036,0.3052519858,0.001,162.4042969,58.95334244,PS1,H,no
360139,41.61970139,0.123499997,0.3850220144,0.3859589994,0,185.7386322,47.5675087,PS1,host lines in SN spectrum,no
360145,39.98809814,0.1198000014,0.1979990005,0.1985989958,0,163.6686401,59.01899338,PS1,host lines in SN spectrum,no
370066,38.10570145,0.1177999973,0.08999200165,0.09065400064,0,130.348587,43.05443573,PS1,,no
370329,42.30720139,0.1721999943,0.4762279987,0.4779540002,0.001,151.3088837,1.70067203,PS1,H,no
370344,41.17029953,0.1146000028,0.3300360143,0.3315809965,0.01,150.1737518,1.831642032,PS1,S,no
370367,42.04119873,0.1511999965,0.4700430036,0.4717400074,0.01,149.2216187,1.977910995,PS1,S,no
370394,41.11949921,0.1620000005,0.3300000131,0.3307969868,0.001,132.3793335,45.00217056,PS1,H,no
370498,40.6957016,0.1488000005,0.2600109875,0.2608770132,0.01,186.2663269,46.80615616,PS1,S,no
370566,37.49689865,0.1177999973,0.07079099864,0.07113900036,0.001,159.9850922,58.41491699,PS1,H,no
370595,39.76660156,0.1720000058,0.1800319999,0.1814070046,0.001,150.4976501,1.325147033,PS1,H,no
380318,41.25400162,0.1512999982,0.3367399871,0.3382880092,0.001,150.4131927,3.249841928,PS1,H,no
390259,38.72100067,0.1121999994,0.1220270023,0.1221090034,0.001,242.3956299,53.86722183,PS1,H,no
390449,40.45289993,0.1474000067,0.2500370145,0.2501150072,0.01,242.9507446,54.45580292,PS1,S,no
390627,39.53379822,0.1898999959,0.1600060016,0.1604609936,0.001,212.6273346,53.89995956,PS1,H,no
420196,41.33729935,0.1598999947,0.3000229895,0.2984389961,0.01,351.7612305,-1.028388977,PS1,S,no
420352,41.47109985,0.1448999941,0.3900229931,0.3888849914,0.001,35.18216324,-3.962469101,PS1,H,no
420414,40.8103981,0.1650000066,0.2939929962,0.2924540043,0,334.2761841,0.02869999968,PS1,host lines in SN spectrum,no
430003,41.01689911,0.1645999998,0.3299869895,0.3284130096,0.01,333.3804321,-0.452858001,PS1,S,no
440005,41.06480026,0.1261000037,0.3059819937,0.3054850101,0,52.989254,-28.88355827,PS1,host lines in SN spectrum,no
440050,40.80609894,0.1433999985,0.2869949937,0.2854630053,0,333.8669434,1.549489021,PS1,host lines in SN spectrum,no
440236,41.82649994,0.1495999992,0.4299899936,0.4288649857,0.001,37.10185242,-4.424605846,PS1,H,no
440285,39.82419968,0.1791000068,0.1799959987,0.1790609956,0.001,36.80425262,-4.128797054,PS1,H,no
440643,39.84540176,0.1730999947,0.189985007,0.1895290017,0.01,53.60364532,-26.77391052,PS1,S,no
450082,40.52930069,0.1546999961,0.2500239909,0.2485000044,0.01,353.3560181,0.3104920089,PS1,S,no
450339,41.81829834,0.1926999986,0.4104070067,0.4092740119,0.001,36.28735352,-3.353391886,PS1,H,no
460064,40.19599915,0.1333000064,0.2419819981,0.2415100038,0.001,53.77421188,-26.76493835,PS1,H,no
470015,41.22790146,0.1521999985,0.3379639983,0.3374800086,0.01,54.14854813,-28.62511635,PS1,S,no
470043,37.82369995,0.3186999857,0.07002799958,0.07044100016,0.01,128.9944,44.76753235,PS1,S,no
470110,41.29729843,0.1626999974,0.3459999859,0.3454650044,0.01,52.07056808,-28.62332726,PS1,S,no
480184,41.34479904,0.1492000073,0.3300020099,0.3307969868,0,129.7354584,43.31393051,PS1,host lines in SN spectrum,no
490007,36.93980026,0.1159999967,0.0540000014,0.05489699915,0.001,184.2678223,46.62747574,PS1,H,no
490037,41.73730087,0.1457999945,0.4219340086,0.4235880077,0.001,149.9571991,0.816617012,PS1,H,no
500038,38.53720093,0.1101000011,0.1060379967,0.1073200032,0,150.1924591,2.551239014,PS1,host lines in SN spectrum,no
500065,40.57989883,0.1324000061,0.2850230038,0.2855060101,0,214.0876312,54.13489532,PS1,host lines in SN spectrum,no
500301,41.29069901,0.1289000064,0.3250159919,0.325522989,0.001,215.5477142,52.63184738,PS1,H,no
500511,41.08530045,0.1093000025,0.3340190053,0.3349260092,0,184.6956787,47.64729309,PS1,host lines in SN spectrum,no
510113,40.64099884,0.1650000066,0.2899999917,0.290899992,0.01,186.5827942,46.06658554,PS1,S,no
510266,41.79560089,0.1410000026,0.4399900138,0.4405789971,0.001,214.0331573,51.7321167,PS1,H,no
510550,40.42919922,0.1136000007,0.2410479933,0.2411130071,0,243.2749786,55.61165619,PS1,host lines in SN spectrum,no
510597,42.10570145,0.1694999933,0.460025996,0.461006999,0.01,185.8210449,47.82283783,PS1,S,no
520022,38.73839951,0.1159999967,0.119032003,0.1194429994,0,216.0066528,53.46411896,PS1,host lines in SN spectrum,no
520041,42.72219849,0.1520999968,0.5442879796,0.5453850031,0.001,184.138382,45.96204376,PS1,H,no
520071,41.95220184,0.1280999929,0.411029011,0.4115509987,0.01,215.5039825,53.61932755,PS1,S,no
530037,40.6896019,0.1529999971,0.2699869871,0.2684839964,0.01,333.6707458,-1.050431013,PS1,S,no
530086,36.69459915,0.1316000074,0.05138599873,0.04947200045,0.001,332.8659668,-0.02974399924,PS1,H,no
530251,41.92739868,0.1465999931,0.4129979908,0.4113110006,0.001,334.6342773,1.114892006,PS1,H,no
550005,37.61700058,0.1454000026,0.07400300354,0.0737079978,0.01,51.93600845,-28.48705292,PS1,S,no
550059,41.43510056,0.1897000074,0.3200230002,0.3184140027,0.01,351.3029175,-1.024505973,PS1,S,no
550137,41.50289917,0.1475999951,0.4209960103,0.419303,0.01,334.7540894,0.02965600044,PS1,S,no
550202,41.86930084,0.2325000018,0.4220229983,0.4202899933,0.01,351.7998962,-0.78292799,PS1,S,no
560027,41.83349991,0.1970999986,0.4400149882,0.4388470054,0.01,35.85062408,-3.083946943,PS1,S,no
560054,42.0237999,0.1733999997,0.4816220105,0.4798179865,0.001,353.2958069,-0.3364079893,PS1,H,no
560150,40.00540161,0.1397999972,0.2009949982,0.1995649934,0,333.9606934,1.227583051,PS1,host lines in SN spectrum,no
570022,41.15629959,0.1516000032,0.3030250072,0.3014349937,0,351.1238403,-0.4843420088,PS1,host lines in SN spectrum,no
570056,40.7961998,0.1307000071,0.2909950018,0.2899729908,0,37.00667953,-3.495033026,PS1,host lines in SN spectrum,no
580104,40.92879868,0.1484999955,0.3100039959,0.3089559972,0.001,36.11964035,-4.967299938,PS1,H,no
580270,41.06980133,0.1246000007,0.2950150073,0.2957729995,0,130.2000732,44.59062958,PS1,host lines in SN spectrum,no
580276,41.23009872,0.1407999992,0.338973999,0.3384760022,0.01,53.52138901,-28.8076992,PS1,S,no
590031,41.56719971,0.1484999955,0.3770439923,0.378632009,0.01,149.0729065,2.002343893,PS1,S,no
590194,38.06750107,0.1142000034,0.08901300281,0.08965200186,0,130.2369385,44.52432632,PS1,host lines in SN spectrum,no
520016,42.00930023,0.1583999991,0.4500100017,0.451007992,0.001,185.3376617,46.97084045,PS1,H,no
380199,42.14609909,0.1494999975,0.4600180089,0.4605740011,0,215.2331848,53.00888062,PS1,,no
vespasian,45.09970093,0.34799999,1.20599997,1.206840992,0.007,215.1360779,53.04672623,CLASH,H,no
washington,44.96369934,0.1517000049,1.330000043,1.329102039,0.02,53.0868988,-27.82818985,CANDELS,H,no
carter,45.28369904,0.2037999928,1.539999962,1.542945027,0.04,150.0613556,2.192380905,CANDELS,S,no
Primo,45.37979889,0.1809999943,1.549999952,1.549018979,0.0001,53.15837479,-27.77752686,CANDELS,H,yes
geta,45.43320084,0.2825999856,1.700000048,1.697018981,0.04,322.3495483,0.140211001,CLASH,H,no
stone,45.54539871,0.186499998,1.799999952,1.80111599,0.02,189.3198853,62.27817917,CANDELS,H,no
colfax,46.2173996,0.2529000044,2.25999999,2.261298895,0.02,189.1565857,62.30917358,CANDELS,H,no
wilson,45.51950073,0.2443999946,1.914000034,1.911594987,0.001,34.44306564,-5.256642818,CANDELS,H,no
Aphrodite,44.86240005,0.1747000068,1.299999952,1.297247052,0,53.156,-27.7796,GOODS,S,no
Borg,44.81729889,0.1591999978,1.340000033,1.337198973,0,189.288,62.191,GOODS,broad SN and narrow H lines,no
Eagle,44.22790146,0.1649000049,1.019999981,1.017582059,0,189.336,-62.228,GOODS,broad SN and narrow H lines,no
Frodo,43.05120087,0.1286000013,0.7350000143,0.7329239845,0,0,0,GOODS,broad SN and narrow H lines,no
Gabi,44.4076004,0.1627999991,1.120000005,1.117462993,0,189.058,62.202,GOODS,H,no
Koekemoer,44.65589905,0.2041999996,1.230000019,1.227331042,0,189.096,62.306,GOODS,H,no
Lancaster,44.85630035,0.1643999964,1.230000019,1.227331042,0,189.236,62.215,GOODS,broad SN and narrow H lines,no
Manipogo,43.65950012,0.2140000015,0.8539999723,0.8517810106,0,189.145,62.264,GOODS,H,no
Mcguire,44.89160156,0.1668000072,1.370000005,1.367164016,0,53.042,-27.831,GOODS,H,no
Ombo,44.07450104,0.1360999942,0.9751999974,0.9728360176,0,53.106,27.751,GOODS,H,no
Patuxent,44.47969818,0.2718000114,0.9700000286,0.9676420093,0,189.538,62.313,GOODS,H,no
Rakke,43.1916008,0.127700001,0.7400000095,0.7379180193,0,53.076,-27.736,GOODS,broad SN and narrow H lines,no
Sasquatch,44.73939896,0.1987999976,1.389999986,1.387140036,0,189.225,62.1397,GOODS,H,no
Thoth,44.61149979,0.2266000062,1.304999948,1.302240968,0,53.103,-27.772,GOODS,H,no
Vilas,43.60879898,0.1645999998,0.9350000024,0.9326840043,0,189.371,62.191,GOODS,S,no
SCP05D0,44.20289993,0.2149000019,1.014000058,1.011590004,0,35.425,-3.365,SCP,H,no
SCP05D6,44.89089966,0.197300002,1.315000057,1.312229037,0,35.444,-3.382,SCP,H,no
SCP06C0,44.03699875,0.2480999976,1.092000008,1.089496017,0,187.357,1.849,SCP,H,no
